keyword,nama,kategori,alamat,lat,lng,rating,jumlah_review,jam_operasional_raw,telepon,website,fasilitas,fasilitas_count,has_busy_hours,total_open_hours_week,facility_score,foto_count,foto_urls,place_id,url_google_maps
halaman,Club House Casa Jardin Residence,Tempat Fitness,"RQW3+86R, Unnamed Road, RT.1/RW.4, Kedaung Kali Angke, Kecamatan Cengkareng, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11710",-6.1541318,106.7530167,4.7,47,,021) 54372225,/url?q=https://www.casajardin-residence.com/en/facilities&opi=79508299&sa=U&ved=0ahUKEwiu7oCE58qWAxWHm-EIHUB-ATgQ61gIFigR&usg=AOvVaw2OmnM_Cy0A6SHHcPw6xPPz,"Parkir, Toilet, Restoran, Bar, Kolam, Ada toilet",6,False,0.0,2,6,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWn12VxYDlrni_eMc46fDrG3GF6L4pXSzYFQCoxHQvkfUfuYaQW1M6g4YBgPO07aDJ4wfLI7PVuWujnXZpNBpBXYVpTuvFmcrkeTXDP6ecuBtSRYhZzgQmq0mN6ogYRG1lvzGUkY=s1024 | https://lh3.googleusercontent.com/gps-cs-s/AHRPTWneElEkPjI6KduXuvBAVOHohVGb2SSchU2pQa7w15_GwDoOcg7IlJ_lG1f9J2ldPjmgmM303w2vE6GnnZsUbTWJ4WWWYcLd00ITfAfTzCBKFOTM_ZPYT4NzBzpeswTWyGuYq_8=s1024 | https://lh3.googleusercontent.com/gps-cs-s/AHRPTWlVyiwHYB1yeLRCSG4vM0aRZM_-YhUxVw4tL5g0npt4V5EwK9kYBk50VKQdjjQfM826W7Wt8wif-AIBfhKSZq4kXZnQj1CDqcRd8QJRRTcBCBwky9wHVHON05W2gtymrDPYxwU=s1024,11mtn1pm64,"https://www.google.com/maps/place/Club+House+Casa+Jardin+Residence/@-6.1541318,106.7530167,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f7094e9b6755:0x43492f96a23f0511!8m2!3d-6.1541318!4d106.7530167!16s%2Fg%2F11mtn1pm64?entry=ttu&g_ep=EgoyMDI2MDgyNi4wIKXMDSoASAFQAw%3D%3D"
halaman,Tangkas Sports Centre,Kompleks Olahraga,"Komplek Greenville, Jl. Tj. Duren Barat, RT.11/RW.9, Duri Kepa, Kebonjeruk, West Jakarta City, Jakarta 11510",-6.1684245,106.7770855,4.9,3624,Senin: 06.00–00.00 | Selasa: 06.00–00.00 | Rabu: 06.00–00.00 | Kamis: 06.00–00.00 | Jumat: 06.00–00.00 | Sabtu: 06.00–00.00 | Minggu: 06.00–00.00,0811-1575-587,/url?q=http://www.tangkassc.com/&opi=79508299&sa=U&ved=0ahUKEwidmOSX58qWAxVKleEIHe8bGOIQ61gIFygS&usg=AOvVaw08-fmW_fVD3dtYimlLNlXS,"Parkir, Kursi roda, Parkir gratis, Restoran, Bar, Memiliki pintu masuk khusus pengguna kursi roda, Memiliki tempat parkir khusus pengguna kursi roda, Parkir di jalan gratis, Ada tempat parkir di lokasi, Tempat parkir gratis",10,True,126.0,2,10,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWngYnHGNQWrAQbTFmXCxdlPm0p5B0zkKg1PVo3ssOoMQkJEH4btuE6R8fZh5tx08QExXp8g_C68TFC9fYF0qCnUv4PlbwZt0uqVwzd3sBD0oJhkbni8z3cilsNXniLfoN1k2ndWRg=s1024 | https://lh3.googleusercontent.com/gps-cs-s/AHRPTWlZyspvoMc_UQ4AO4F6yhrY9kCK9y93nWHiEU4d8D9VDAXxL8eIIqKvPBsMCfVlgbrK0qqkaJgTKvb3NCqeiHRvUe5OMsZOSO6fe9raxx7t9uuQ41PDq2EOjwL9vMvVv729YECr44bP4RFO=s1024 | https://lh3.googleusercontent.com/gps-cs-s/AHRPTWlnhs63tYKdy0WtoSWHoExbIymXYTFvxOnmlA0Vts0hNCV3D6A3lfdKHwwA44J-ME6ecv4B-tV7wPjLVnNLdMWUP0d95zMD2v-2KA6PYtmybQjwYswdn2yXmdfMOM75pWtm2hLbNw=s1024,1tkhffl3,"https://www.google.com/maps/place/Tangkas+Sports+Centre/@-6.1684245,106.7770855,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f6511172ce95:0x7c9350267dc6055a!8m2!3d-6.1684245!4d106.7770855!16s%2Fg%2F1tkhffl3?entry=ttu&g_ep=EgoyMDI2MDgyNi4wIKXMDSoASAFQAw%3D%3D"
halaman,Komplek Kedoya Garden,Komplek perumahan,"Jl. Kedoya Garden No.11, RT.8/RW.5, Kedoya Sel., Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11520",-6.1794086,106.7507906,4.4,223,Senin: Buka 24 jam | Selasa: Buka 24 jam | Rabu: Buka 24 jam | Kamis: Buka 24 jam | Jumat: Buka 24 jam | Sabtu: Buka 24 jam | Minggu: Buka 24 jam,000000014901161,,"Parkir, AC, Restoran, Bar",4,False,168.0,2,9,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmCCGrqATBEgLTyTL8bccSwLcBbX1BN4AbgtyNijCSjif1H5QaDU9vOGMJFNwoyd_FsKKt1t_-JuplibvliG6RthfxAmAq1o61Pc_QBtZpVStYYEQkcdJ5sq_k4oBPrqAucdDLP=s1024 | https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmm5SSAFq1FN0B_pzpPwzT40IjDTyv-vpFFIfFl-BtjrduZSTrgzJkks6wVDQAbVXHMYC7uLXCwJ4UXiks6_Pr0HnQuI4284A7EJbfK-nS3Et1VYF4kRrxceTqr6R1hUK1qVoHD=s1024 | https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkW6j-4qKMn6ifDh9FrlI3yAL_5GypJcCNoYZscOliT3QM16wGZZmnubyi8nMYIHVdt5st7tSSj6xfRW-AD-cH1I0HYyAhrB-JwKbMGu-uQGaUg58Mcm-O9hf5aLtvA4XRj0IQjdbsrjwwh=s1024,1hm5d8pwc,"https://www.google.com/maps/place/Komplek+Kedoya+Garden/@-6.1794086,106.7507906,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f70a5f6e850f:0x35abdc74cdda27b8!8m2!3d-6.1794086!4d106.7507906!16s%2Fg%2F1hm5d8pwc?entry=ttu&g_ep=EgoyMDI2MDgyNi4wIKXMDSoASAFQAw%3D%3D"
halaman,Camden House Residence,Perumahan,"Jl. Siantan No.3 4, RT.4/RW.8, Srengseng, Kec. Kembangan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11630",-6.1988179,106.7522752,4.4,137,,021) 5865667,,"Parkir, WiFi, Restoran, Bar",4,False,0.0,1,6,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWlv8IfbToBNLTlKisippvrMRx3P2nYEXOcNr4STxmXqTGXUJJFi-p7uYvVhWG7KSlXZ1c3TOq0MYqz1QbYWT9BkquWnCCZS-NrbnRv-VaOYGeGFCzPnH8P6tatY9FWQVQSMwWpk=s1024 | https://lh3.googleusercontent.com/gps-cs-s/AHRPTWn7leSF4qT7eSwYKj5zkC2blLGjZ55L1bxvPZ-FCrWsiHTbtyXT1kqgAOdmSfPCFW7noc63PPdeH-4iSM325iRcjzbpsvqdrjNaGo_HJiWvimGkxa_BI9gEBdn5T7FgKO6K5PBbDtAO-JvX=s1024 | https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmOCtIIl0UOpwXN4SdcTIlEbAnal6aFE9NoGyCNsH5l6zbqhqehnRMbXhWMW9MsLL7lFtXOc9ufD60xkOHjBK60vn3gvFQf1bn-vY9IBSdbfSbjOQxsjNwXciAAaZds_K6DAA7s-A0uvZ87=s1024,1hm4911y8,"https://www.google.com/maps/place/Camden+House+Residence/@-6.1988179,106.7522752,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f715f7737787:0xc8c1cb1d7ad410d0!8m2!3d-6.1988179!4d106.7522752!16s%2Fg%2F1hm4911y8?entry=ttu&g_ep=EgoyMDI2MDgyNi4wIKXMDSoASAFQAw%3D%3D"
halaman,Green Mansion,Komplek perumahan,"Jl. Daan Mogot No.KM 10, RT.9/RW.3, Kedaung Kali Angke, Kecamatan Cengkareng, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11710",-6.1581871,106.7638632,4.0,636,Senin: Buka 24 jam | Selasa: Buka 24 jam | Rabu: Buka 24 jam | Kamis: Buka 24 jam | Jumat: Buka 24 jam | Sabtu: Buka 24 jam | Minggu: Buka 24 jam,021) 54381077,/url?q=http://www.greenmansion.org/&opi=79508299&sa=U&ved=0ahUKEwjxw4jT58qWAxVJlOEIHQaUJgAQ61gIFygS&usg=AOvVaw0QMCF6dMISc_L6n6Inil7M,"Parkir, AC, Restoran, Bar",4,False,168.0,2,9,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWnXGOCmpExG2hwWAqZZaGfs4NK5c2mUO5g4aJWMv0xuEOLL__moVOQUtGyFj7xLob4Fqxn8vvPXrhC4b3U4CaVU-bRg8NTcgkUSlTstZ8-xhma5OIiI6XOM7_ZSQ0Ei-tQyoqE=s1024 | https://lh3.googleusercontent.com/gps-cs-s/AHRPTWnJsmDjmJCBTOMGcHMeU8aX4OZ5ytiQulYbmjc5SYLISmjmbXIbWoxIAVJqcGRAraxB2JRqSleKRRqQERR_XhkMmyHAy4T_IQtQ3FH3mF-7H4_9ZeBRm71ZeWXdPVZkTaL5dOT_p8ZwR2LN=s1024 | https://lh3.googleusercontent.com/gps-cs-s/AHRPTWn8xw1NfKC_j0pgCsW_hMSprc6ZSYOOdJnKKOOpMJUBmWITaCpQBCg_tnpFTAfi9tEA4EunUvP5bwlyQBsjQLTr8LJ8cNr5JWhnRpM-O-DmFtDXeU9Fqi0-L_IlOis5Z_6GAUOg=s1024,11nxswjnr8,https://www.google.com/maps/place/Green+Mansion/data=!4m7!3m6!1s0x2e69f7946a8728c3:0x6def34e3e27ba3e6!8m2!3d-6.1581871!4d106.7638632!16s%2Fg%2F11nxswjnr8!19sChIJwyiHapT3aS4R5qN74uM0720
halaman,Rumah Pohon Jakarta,Kedai Kopi,"Jl. Wibisana 2 No.1, RT.5, Rw. Buaya, Kecamatan Cengkareng, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11740",-6.1693408,106.7371782,4.6,426,Senin: Tutup | Selasa: 16.00–23.00 | Rabu: 16.00–23.00 | Kamis: 16.00–23.00 | Jumat: 16.00–23.00 | Sabtu: 13.00–23.00 | Minggu: 13.00–23.00,0852-8100-6534,,"Parkir, Toilet, Wi-Fi, Kursi roda, Reservasi, Restoran, Bar, Ada toilet khusus pengguna kursi roda, Menyediakan layanan pesan tempat, Ada toilet, Menerima reservasi, Banyak tempat parkir, Tempat parkir berbayar",13,True,48.0,4,10,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWlfCU0VnaklGIJUi1CvFQoNUwfevIsTTKGo4AZWvqii7KM5NR6XK-nbUY0A0E-xB4VL-mhUlaTVcIe_65GQW2vvb4j-ZVI9J77ssmVkWodAdMUM_sOt8r7VIrTvG1-C6hdTUGeG=s1024 | https://lh3.googleusercontent.com/gps-cs-s/AHRPTWnyfQUZeLG-VsuR3a7zDNarKLrmMjja2Q_-ja1nE6Y2pPcNyysE6FoaP2B0gppO7OMX-aPoZOOyXQGGnZIlm_E1vwKRU74DjL5WwK-ukKqGRC4v2fs_rlpFoZEctrSj6FJZhtV5lEZR-kGR=s1024 | https://lh3.googleusercontent.com/gps-cs-s/AHRPTWn6s9PqfpkcUAsmPgXH_xgl7f9hHSRO5LpE6qKiFZ_vHD6KE5juGJG14K5L8x3VRapaznNho206-paokeJiU37PpVDa0ij8d4eDwelWEoVpOc4DfonaX1XS0lLEig8sNCaAbzPTIw=s1024,11p796_9vz,"https://www.google.com/maps/place/Rumah+Pohon+Jakarta/@-6.1693408,106.7371782,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f7247dc2f0ef:0xe85ee77b694a2205!8m2!3d-6.1693408!4d106.7371782!16s%2Fg%2F11p796_9vz?entry=ttu&g_ep=EgoyMDI2MDgyNi4wIKXMDSoASAFQAw%3D%3D"
taman,Taman Wijaya Kusuma,Taman,"Jl. Wijaya Kusuma No.7, RT.7/RW.12, Duri Kosambi, Kecamatan Cengkareng, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11750",-6.1780323,106.7044249,4.5,1082,Senin: AKTIFSedikit sibuk,000000014901161,,"Parkir, Toilet, Restoran, Bar, Ada toilet umum",5,True,0.0,2,9,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWn40FS3t5RE3czoYuiQvjUK2Y40Y1kgzyspk98HEykUFY1s3OL3eEWYZPtyEq30MKEWCI35Puwkhd-Y37NkgPvyclpeet3t7kl5uihkaq8Q3nGS66Pc1tPGqKi8ecRp1Rokx6MU=s1024 | https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkgT32FoWzzqrVauOpWgZ4y9rlokNJd05mBlMXRhdHpAiEIu46R9qjQjaiUJz-dhV9fx6_xsee5k4puVqj5k6q7-W6MXt0VoTUUbyaVIeg5cjHZKQl3kHcm6VxVu3yYG6SWrQcIaDcE8t4=s1024 | https://lh3.googleusercontent.com/gps-cs-s/AHRPTWlhGwcj15ctqWoxxALzV6QJJ-_HwIiu_QfNawiRll66w9pM6nYjyGuCQzJfP9XN5s6RzB6lz0yRJm9Wcp_H2bFk6ExYbtrjyp1BC6TXkL5_e3KQcPrLIBEmaJp9FnWi-gvFX8Sf=s1024,11c0xq8nq8,"https://www.google.com/maps/place/Taman+Wijaya+Kusuma/@-6.1780323,106.7044249,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f8345d670fa9:0xe52c9f9c447f36ae!8m2!3d-6.1780323!4d106.7044249!16s%2Fg%2F11c0xq8nq8?entry=ttu&g_ep=EgoyMDI2MDgyNi4wIKXMDSoASAFQAw%3D%3D"
taman,Taman Green Garden,Taman,"Jl. Perumahan Green Garden No.1 Blok m, RT.2/RW.10, Kedoya Utara, Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11520",-6.1706607,106.752129,4.6,105,Senin: 07.30–17.00 | Selasa: 07.30–17.00 | Rabu: 07.30–17.00 | Kamis: 07.30–17.00 | Jumat: 07.30–17.00 | Sabtu: 07.30–17.00 | Minggu: 07.30–17.00,000000014901161,/url?q=https://sibokpranoto.wordpress.com/2017/06/19/keindahan-taman-lingkar-green-garden-kedoya-cocok-buat-santai-sore-hari/&opi=79508299&sa=U&ved=0ahUKEwjqi6CO6MqWAxVUlOEIHcgbLYMQ61gIEygO&usg=AOvVaw3IHgz2yQxNUdvUbG8R1l0q,"Parkir, Toilet, AC, Restoran, Bar, toilet, disebutkan dalam 3 ulasan",6,True,66.5,3,5,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWnNpa4gav8k-P6eKrF85drWG69jzOC3n66H2R_K6YC0Z2HhiQR17lmSIZyO5jrt5jOFNV0XTnhD60v9nu4oafuQM5kqWgzoMk876zk9RV1KMkV3TDA3pBKVC0dXLV7X8IO6oAFLyg=s1024 | https://lh3.googleusercontent.com/gps-cs-s/AHRPTWk65CBXlmMq4MNtiDKtkbiMVxKezOUEyQSkyZkD7QZziU3HqvTj8D5BJ2GkjAH5cDRwP48fk_slzsuxdE-_rQCXngavOCvZspLOoTxWvBNb7HidG52LvHCyhD7q8-hM9ADI1XuO=s1024 | https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkdGLkQQ-KNe_fdqAF6-2fUIeqmi-F4y7Rq5VVQd7YXYjLW8s_IepDKKWOmLKQ1eLcf_qSm8gZ5TtidczQlQxktewr26eXTdU5H7fYrT5gPc2ri67ZyMlvXaMCU3-TAJ4bSJZB0=s1024,11hzw4cvnj,"https://www.google.com/maps/place/Taman+Green+Garden/@-6.1706607,106.752129,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f7969099a955:0x7ef7fb2152e03b87!8m2!3d-6.1706607!4d106.752129!16s%2Fg%2F11hzw4cvnj?entry=ttu&g_ep=EgoyMDI2MDgyNi4wIKXMDSoASAFQAw%3D%3D"
taman,Taman Sebrang Kantor Camat Kb. Jeruk,Taman Kota,"5, Jl. Regensi Kebon Jeruk Blok E. 5 No.18, RT.3/RW.1, Meruya Sel., Kec. Kembangan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11610",-6.1984132,106.764697,4.2,24,Senin: 06,000000014901161,,"Parkir, Restoran, Bar",3,True,0.0,1,8,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmxodRiJ1AjfBbc-WZWM5b9kFfpZ4ptKcG4Wah5jpBhVwVjnYD3J751cWeAlUBj4h7mo2S6GYMfY0xIjjqroqRCdRFzdmnmJ8BH90Ab3MqLljgIavOVMJtsXcpWAUF68WsQxRSXyw=s1024 | https://lh3.googleusercontent.com/gps-cs-s/AHRPTWn1dLXipTK9mHMxTeIE7febu9MP_ozG3K7uHBuzYQ4IB2EgUSdNuoYprPUEiq32RczY9vOxzqVHXd9ROphZWBTfYZjjMKRK-Z7GjEGQdUnb9Cd8ODv6v1yCyVYHqISpqxzbbaZqmBkjxeao=s1024 | https://lh3.googleusercontent.com/gps-cs-s/AHRPTWnnrOF8d0CZs0rZ4Z9-VHN35YJCzjGlT9X0YKttyUmLPLY1c7egVSUHV8SITnSq70yjjYK0807JA5kSjxXDF3dRmud1RbSWbjKsL45bs7Pc452OSPoJu1etYvWGO3WvcSkt5_1l=s1024,11fz9wxgqb,"https://www.google.com/maps/place/Taman+Sebrang+Kantor+Camat+Kb.+Jeruk/@-6.1984132,106.764697,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f718acba6699:0xbfddd9242f989af6!8m2!3d-6.1984132!4d106.764697!16s%2Fg%2F11fz9wxgqb?entry=ttu&g_ep=EgoyMDI2MDgyNi4wIKXMDSoASAFQAw%3D%3D"
taman,Taman Walikota Jakarta Barat,Taman,"RP7Q+X94, RT.2/RW.2, Kembangan Sel., Kec. Kembangan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11610",-6.1851128,106.7384451,4.6,54,Senin: AKTIFLebih ramai dari biasanya | Sabtu: dan masih sepiii 😊 kita naik motor cuman parkiran motor jauh dibelakang hehe...g,000000014901161,,"Parkir, Toilet, Restoran, Bar, Ada toilet umum",5,True,0.0,2,7,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmswKSKYiROv6GUuYCowi0yfTtK47imqC3Ig7mpD4L5-1KbTiXL1wq-QHNbG5Ff3kaxmh-KQIUKG9SvhaFFd0l_FMzoNfnCFQ0paIAGi5fSpe2wR-4B8_Fh34nzy8nzn-csvrWQUW_ajBZM=s1024 | https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmiFs9ZSAif4XiOilrVKgCGQvom9S_GCIVPgFFxqTNbOC7OArguQ1TAHTKzGL7JTSwaEIdqrE9Jht-EV5ljquzC1tm3JyytrT0rXlKONykTrPnbh4Y79mqp1HDFSVjWrwElMvlIgDawpGoi=s1024 | https://lh3.googleusercontent.com/gps-cs-s/AHRPTWncXobQraQZ7WRFMlG0pl7IAEtPLAOIZ17GiEd-MWO7Je3WZYgd4goF-bxyfK_LrsQPMureKCcy1PsRZmmeGuwdiL1c6mTdJOggr6_swd7HAX9HSnjPoKo3aXoSZmOCBL4VqAiL4CkkdXDP=s1024,11lgddykr_,"https://www.google.com/maps/place/Taman+Walikota+Jakarta+Barat/@-6.1851128,106.7384451,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f7dba80b0e61:0xc43acda175b406f5!8m2!3d-6.1851128!4d106.7384451!16s%2Fg%2F11lgddykr_?entry=ttu&g_ep=EgoyMDI2MDgyNi4wIKXMDSoASAFQAw%3D%3D"
taman,Taman Pulir,Taman,"1, RT.1/RW.8, Duri Kosambi, Kecamatan Cengkareng, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11750",-6.1832039,106.717958,4.4,192,Senin: 08.00–18.00 | Selasa: 08.00–18.00 | Rabu: 08.00–18.00 | Kamis: 08.00–18.00 | Jumat: 08.00–18.00 | Sabtu: 08.00–18.00 | Minggu: 08.00–18.00,000000014901161,,"Parkir, Toilet, AC, Parkir gratis, Restoran, Bar",6,False,70.0,3,2,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWljSdiegxuDZE63VUjFXj4lPmzn6o-gKttVPoKoa0DFpwJX2cxFbTp6J2bAvgvcQQQFdGqtVf9xoilwZhDWpUoHdOSi6ymrukiJtIY6GkvtA2_SCeTF8peqM11LCBw3aiZsjvv7=s1024 | https://lh3.googleusercontent.com/gps-cs-s/AHRPTWklfa7iwzXnP8alrJ4B0GAC5djVrjm4uRFU5G_BvmXWLIxwDrBWmNEIMZgLo6ibDS9XC_n8fi9g2NCWEGEb2cmRl2GyZYX5sZRMhnPHAWICaa6gqEeH1xSkiDbpPpa2q1fxDHL_=s1024,11q4bgd1_b,"https://www.google.com/maps/place/Taman+Pulir/@-6.1832039,106.717958,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f965b1ac4505:0x7a4e7a9add0a980d!8m2!3d-6.1832039!4d106.717958!16s%2Fg%2F11q4bgd1_b?entry=ttu&g_ep=EgoyMDI2MDgyNi4wIKXMDSoASAFQAw%3D%3D"
taman,Taman Kosambi,Taman,"RPJ7+HJ9, Jl. Kemuning Hijau I, RT.1/RW.10, Duri Kosambi, Kecamatan Cengkareng, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11750",-6.1685932,106.7141019,4.6,2333,Senin: 07.00–17.00 | Selasa: 07.00–17.00 | Rabu: 07.00–17.00 | Kamis: 07.00–17.00 | Jumat: 07.00–17.00 | Sabtu: 07.00–17.00 | Minggu: 07.00–17.00,000000014901161,,"Parkir, Toilet, Restoran, Bar, Ada toilet umum",5,False,70.0,2,9,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWn0Y6p1_flD92kJ59GujSlDyziuMUdoXBWEjbCUQmnG0XtUe9hzCbEEkKq-fvHWKa7e_jrp2ECbUhC0cJhfvr21CM8Ayo7s3ejD4IdkhvNLLOZbyRaSFP_ooDIQSOEY8-Vuo46-lct-zVM=s1024 | https://lh3.googleusercontent.com/gps-cs-s/AHRPTWlvaPqkTcHuHszOOyZ2N4T4Jkxq-eOj6rmdbALyYOOm_6F0a4xeUyCR1YodZO8QMaKfPmRpPicwper-hcwAjhRdqS0jHqJtWtPeU8Lo-oNHOn_iytqq8sdWg-4u6goVoTHluWEc=s1024 | https://lh3.googleusercontent.com/gps-cs-s/AHRPTWm7081i1siO0HR4eSR5SYKplVM1PoFatP2gCP_5QUjPnmoslwUScmhO0z_DMgD5JwtC_HtSrM2ExeFv5ML6n9WUvLaqqDxfly5v8vnM5yZX2ygjQ5SshPolu84U9g8W-R33qwDun7L7FTi2=s1024,11ggvvklkp,"https://www.google.com/maps/place/Taman+Kosambi/@-6.1685932,106.7141019,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f82573f94b6f:0xcafbb22d3081cc0f!8m2!3d-6.1685932!4d106.7141019!16s%2Fg%2F11ggvvklkp?entry=ttu&g_ep=EgoyMDI2MDgyNi4wIKXMDSoASAFQAw%3D%3D"
taman,Taman Kebon Jeruk (Rumah Pohon),Taman,"11, RT.11/RW.10, Kb. Jeruk, Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11530",-6.1909805,106.7687367,4.5,16,Senin: 06,000000014901161,,"Parkir, Restoran, Bar",3,True,0.0,1,7,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWlKQBTn7EkwMMZ1NDalKpFa7qyl8wbg54QByBj6NDWBkLLWHGEwVeF2r3G2Qm0CYrsQ9PLQki7rEjNinYeL7_ZXJ7ga5AOhWC6TqlHJ5o1iOgHR0bpw4AdTa-WzvEe02VwcRLEY=s1024 | https://lh3.googleusercontent.com/gps-cs-s/AHRPTWknMN2TFkTXkdqfXj7oDv3-ptfFurA8U5r82V8a1uez0EZvj7QtJjWQOZ-RiOnWYEkCdPkmSbb0238aqm8W3i5knOib0h7BATsuAEkveIU59L-c_9UDkroFsp46uphik1K8jG13qg=s1024 | https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmYrvTw7awdG1pbR3_y9njZbd6zCPQGjLBEEQh-7yxV2B-0njgJNOtYgZFmBY4Ojc3KMgx0iwq5RL87FYWJYYMZqeYCVSn0AOQ2rwMZBPJA9yZ46Y_5vuRiAT0nal-HJssVzJvl=s1024,11h9bgrcxs,"https://www.google.com/maps/place/Taman+Kebon+Jeruk+(Rumah+Pohon)/@-6.1909805,106.7687367,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f73e30091727:0xff6f913d3b3c4286!8m2!3d-6.1909805!4d106.7687367!16s%2Fg%2F11h9bgrcxs?entry=ttu&g_ep=EgoyMDI2MDgyNi4wIKXMDSoASAFQAw%3D%3D"
taman,Taman Komodo,Taman,"Jl. Anggrek Rosliana II No.2, RT.2/RW.5, Kemanggisan, Kec. Palmerah, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11480",-6.1942252,106.7940925,4.5,532,Senin: Buka 24 jam | Selasa: Buka 24 jam | Rabu: Buka 24 jam | Kamis: Buka 24 jam | Jumat: Buka 24 jam | Sabtu: Buka 24 jam | Minggu: Buka 24 jam,000000014901161,,"Parkir, Toilet, Kursi roda, Restoran, Bar, Tidak memiliki tempat parkir khusus pengguna kursi roda, Ada toilet umum",7,True,168.0,3,7,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWniTWK90wpMyx8l2ftNw--AqM5DlgAUyFh0MBbe-doDcDrLXw-a24syee6GANFfV6n3M1rwWPIVXeAiO5ELqvScfyhQUkwY1NlFxHcO0C6XSXqKq422ob4XYud7kc4OgCnJl-3g=s1024 | https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmLJ73vIs0VWVM1rJj8SK_XSmqPoi3rTGIrqhqTQ7d4RSvm-gkrlwy0zBTwk2TNKmq_X-Yz56JLKEi4w2m6Q5brigGABgRLqWaP9eqmyLm8-g5LHY4cQ_ZRnALV5aXpklJiTbf6oaAVgUuE=s1024 | https://lh3.googleusercontent.com/gps-cs-s/AHRPTWn86fY77iGS4o8viPQsai8_jR4WaLm8dvcce8UUKygnbbvQifaRqr0n3GebCGSbrqvrtqXkLHaV7_DH7kZWt9OkzIehQ1VKaIS-lWj2I8QowGKZZqVcwxrRtvT-povTZ-AQRhrk=s1024,11cnd4cs_c,"https://www.google.com/maps/place/Taman+Komodo/@-6.1942252,106.7940925,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f6eb34f236b5:0x9a4b65bf5ae41612!8m2!3d-6.1942252!4d106.7940925!16s%2Fg%2F11cnd4cs_c?entry=ttu&g_ep=EgoyMDI2MDgyNi4wIKXMDSoASAFQAw%3D%3D"
