keyword,nama,kategori,alamat,lat,lng,rating,jumlah_review,jam_operasional_raw,telepon,website,harga_text,price_level,url_google_maps,place_id
aula,ONE-A WEDDING HALL,Gedung Parkir,"Jalan Arjuna Utara No.9 kebon jeruk, Universitas esa unggul, Duri Kepa, Kebon Jeruk, RT.1/RW.2, RT.1/RW.2, Duri Kepa, Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11510",-6.1852831,106.7790153,4.5,,,0851-4728-7880,,,,"https://www.google.com/maps/place/ONE-A+WEDDING+HALL/@-6.1852831,106.7790153,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f6fba93900bb:0x37fea21255de4af9!8m2!3d-6.1852831!4d106.7790153!16s%2Fg%2F11c325f003?entry=ttu&g_ep=EgoyMDI2MDgyNS4wIKXMDSoASAFQAw%3D%3D",11c325f003
aula,Ahava Hall,Aula serbaguna,"Jalan Lingkar Luar Kav. 35-36, Duri Kosambi, RT.1/RW.3, Rw. Buaya, Kecamatan Cengkareng, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11750",-6.1661747,106.7278062,4.5,373.0,Senin: 10.00–22.00 | Selasa: 10.00–22.00 | Rabu: 10.00–22.00 | Kamis: 10.00–22.00 | Jumat: 10.00–22.00 | Sabtu: 10.00–22.00 | Minggu: 10.00–22.00,05873167537,,,,"https://www.google.com/maps/place/Ahava+Hall/@-6.1661747,106.7278062,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f78918c115cf:0xf07b1c3ef0de8557!8m2!3d-6.1661747!4d106.7278062!16s%2Fg%2F11c1pqply0?entry=ttu&g_ep=EgoyMDI2MDgyNS4wIKXMDSoASAFQAw%3D%3D",11c1pqply0
aula,Studio RCTI+,Gedung Konser,"Gedung RCTI, Raya, Jl. F Perjuangan No. 1, RT.11/RW.10, Kebon Jeruk, Kebonjeruk, West Jakarta City, Jakarta 11530",-6.1906255,106.7665534,4.6,609.0,,05873167537,,,,"https://www.google.com/maps/place/Studio+RCTI%2B/@-6.1906255,106.7665534,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f7c146d7e2bb:0x39d054faf55d3677!8m2!3d-6.1906255!4d106.7665534!16s%2Fg%2F11fnhqrnmr?entry=ttu&g_ep=EgoyMDI2MDgyNS4wIKXMDSoASAFQAw%3D%3D",11fnhqrnmr
halaman,apartement royal mediterania garden residence podomoro city,Gedung Apartemen,"Letjen S. Parman No.Kav.28, RT.15/RW.5, Tj. Duren Sel., Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11470",-6.1764391,106.7891217,4.1,225.0,,021) 29206288,,,,"https://www.google.com/maps/place/apartement+royal+mediterania+garden+residence+podomoro+city/@-6.1764391,106.7891217,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f65f2441833b:0xcb9754290990043d!8m2!3d-6.1764391!4d106.7891217!16s%2Fg%2F1yh5tbccd?entry=ttu&g_ep=EgoyMDI2MDgyNS4wIKXMDSoASAFQAw%3D%3D",1yh5tbccd
halaman,Mediterania Garden Residences,Gedung Apartemen,"Jl. Tanjung Duren Raya No No.Kav 5-9 3, RT.3/RW.5, Tj. Duren Sel., Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11470",-6.174196,106.7884612,4.2,397.0,Senin: Buka 24 jam | Selasa: Buka 24 jam | Rabu: Buka 24 jam | Kamis: Buka 24 jam | Jumat: Buka 24 jam | Sabtu: Buka 24 jam | Minggu: Buka 24 jam,021) 56946888,,,,"https://www.google.com/maps/place/Mediterania+Garden+Residences/@-6.174196,106.7884612,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f6592a100477:0x435fd0c7856ee466!8m2!3d-6.174196!4d106.7884612!16s%2Fg%2F11bzwr6s37?entry=ttu&g_ep=EgoyMDI2MDgyNS4wIKXMDSoASAFQAw%3D%3D",11bzwr6s37
halaman,Tangkas Sports Centre,Kompleks Olahraga,"Komplek Greenville, Jl. Tj. Duren Barat, RT.11/RW.9, Duri Kepa, Kebonjeruk, West Jakarta City, Jakarta 11510",-6.1684245,106.7770855,4.9,3627.0,Senin: 06.00–00.00 | Selasa: 06.00–00.00 | Rabu: 06.00–00.00 | Kamis: 06.00–00.00 | Jumat: 06.00–00.00 | Sabtu: 06.00–00.00 | Minggu: 06.00–00.00,0811-1575-587,http://www.tangkassc.com/,,,"https://www.google.com/maps/place/Tangkas+Sports+Centre/@-6.1684245,106.7770855,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f6511172ce95:0x7c9350267dc6055a!8m2!3d-6.1684245!4d106.7770855!16s%2Fg%2F1tkhffl3?entry=ttu&g_ep=EgoyMDI2MDgyNS4wIKXMDSoASAFQAw%3D%3D",1tkhffl3
halaman,Rukita Tosiga Kebon Jeruk - Kost Coliving,Akomodasi berlayanan,"Jl. Tosiga III Dalam No.45, RT.1/RW.4, Kb. Jeruk, Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11530",-6.1917308,106.7775234,4.6,17.0,,0811-9008-7829,https://www.rukita.co/place/ruktia-tosiga-kebon-jeruk?utm_source=referral&utm_medium=GMB&utm_campaign=property&utm_content=ruktia-tosiga-kebon-jeruk,,,"https://www.google.com/maps/place/Rukita+Tosiga+Kebon+Jeruk+-+Kost+Coliving/@-6.1917308,106.7775234,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f7eebfaedf57:0x2060615867b6594d!8m2!3d-6.1917308!4d106.7775234!16s%2Fg%2F11tggflps5?entry=ttu&g_ep=EgoyMDI2MDgyNS4wIKXMDSoASAFQAw%3D%3D",11tggflps5
halaman,Melrose Place Residence,Hotel jangka panjang,"Melrose Place, Ruko Jl. Rw. Belong No.56 No. 2, RT.8/RW.15, Palmerah, Kec. Palmerah, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11540",-6.2028902,106.7829649,4.6,71.0,,0881-7295-053,,,,"https://www.google.com/maps/place/Melrose+Place+Residence/@-6.2028902,106.7829649,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f7a6b91549e3:0xd8066ae86d972027!8m2!3d-6.2028902!4d106.7829649!16s%2Fg%2F11j8k186jx?entry=ttu&g_ep=EgoyMDI2MDgyNS4wIKXMDSoASAFQAw%3D%3D",11j8k186jx
taman,Taman Wijaya Kusuma,Taman,"Jl. Wijaya Kusuma No.7, RT.7/RW.12, Duri Kosambi, Kecamatan Cengkareng, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11750",-6.1780323,106.7044249,4.5,1080.0,Jumat: AKTIFSedikit sibuk,05873167537,,,· $,"https://www.google.com/maps/place/Taman+Wijaya+Kusuma/@-6.1780323,106.7044249,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f8345d670fa9:0xe52c9f9c447f36ae!8m2!3d-6.1780323!4d106.7044249!16s%2Fg%2F11c0xq8nq8?entry=ttu&g_ep=EgoyMDI2MDgyNS4wIKXMDSoASAFQAw%3D%3D",11c0xq8nq8
taman,RPTRA Krendang,Taman,"Jl. Krendang Bar. No.8, RT.10/RW.7, Krendang, Kec. Tambora, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11260",-6.1524107,106.80128,4.2,1757.0,Senin: Buka 24 jam | Selasa: Buka 24 jam | Rabu: Buka 24 jam | Kamis: Buka 24 jam | Jumat: Buka 24 jam | Sabtu: Buka 24 jam | Minggu: Buka 24 jam,05873167537,,,,"https://www.google.com/maps/place/RPTRA+Krendang/@-6.1524107,106.80128,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f613e67dda53:0x8b7cb5fc1d6eac68!8m2!3d-6.1524107!4d106.80128!16s%2Fg%2F11bzss2ml1?entry=ttu&g_ep=EgoyMDI2MDgyNS4wIKXMDSoASAFQAw%3D%3D",11bzss2ml1
taman,Taman Komp DPR I Kb Jeruk,Taman,"Jl. Komp. Dpr 1 No.1, RT.7/RW.2, Kb. Jeruk, Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11530",-6.1995363,106.7757461,4.6,116.0,Jumat: AKTIFSedikit sibuk,05873167537,,,,"https://www.google.com/maps/place/Taman+Komp+DPR+I+Kb+Jeruk/@-6.1995363,106.7757461,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f6de12624f93:0xc225e27ae4910626!8m2!3d-6.1995363!4d106.7757461!16s%2Fg%2F11g8kpvlv0?entry=ttu&g_ep=EgoyMDI2MDgyNS4wIKXMDSoASAFQAw%3D%3D",11g8kpvlv0
taman,Taman Jelambar Madya Barat II,Taman,"Jl. Jelembar Madya Barat 6 No.342, RT.15/RW.9, Jelambar, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11460",-6.1557444,106.7838862,4.1,102.0,Jumat: 06,05873167537,,,,"https://www.google.com/maps/place/Taman+Jelambar+Madya+Barat+II/@-6.1557444,106.7838862,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f6383f511269:0x1e1b1a1f8b58ac5f!8m2!3d-6.1557444!4d106.7838862!16s%2Fg%2F11dzt6ccyz?entry=ttu&g_ep=EgoyMDI2MDgyNS4wIKXMDSoASAFQAw%3D%3D",11dzt6ccyz
taman,Taman Walikota Jakarta Barat,Taman,"RP7Q+X94, RT.2/RW.2, Kembangan Sel., Kec. Kembangan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11610",-6.1851128,106.7384451,4.6,54.0,Jumat: AKTIFTidak seramai biasanya | Sabtu: dan masih sepiii 😊 kita naik motor cuman parkiran motor jauh dibelakang hehe...g,05873167537,,,,"https://www.google.com/maps/place/Taman+Walikota+Jakarta+Barat/@-6.1851128,106.7384451,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f7dba80b0e61:0xc43acda175b406f5!8m2!3d-6.1851128!4d106.7384451!16s%2Fg%2F11lgddykr_?entry=ttu&g_ep=EgoyMDI2MDgyNS4wIKXMDSoASAFQAw%3D%3D",11lgddykr_
taman,Taman Kota Cattleya,Taman Kota,"Jl. Letjen S. Parman, RT.15/RW.1, Kemanggisan, Kec. Palmerah, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11480",-6.1819063,106.7944073,4.5,6675.0,Senin: 06.00–18.00 | Selasa: 06.00–18.00 | Rabu: 06.00–18.00 | Kamis: 06.00–18.00 | Jumat: 06.00–18.00 | Sabtu: 06.00–18.00 | Minggu: 06.00–18.00,05873167537,,,,"https://www.google.com/maps/place/Taman+Kota+Cattleya/@-6.1819063,106.7944073,16z/data=!3m1!4b1!4m6!3m5!1s0x2e69f68b3ee6be5d:0x9557708125db83f6!8m2!3d-6.1819063!4d106.7944073!16s%2Fg%2F11b7kkt0f2?entry=ttu&g_ep=EgoyMDI2MDgyNS4wIKXMDSoASAFQAw%3D%3D",11b7kkt0f2
taman,Taman Komodo,Taman,"Jl. Anggrek Rosliana II No.2, RT.2/RW.5, Kemanggisan, Kec. Palmerah, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11480",-6.1942252,106.7940925,4.5,532.0,Senin: Buka 24 jam | Selasa: Buka 24 jam | Rabu: Buka 24 jam | Kamis: Buka 24 jam | Jumat: Buka 24 jam | Sabtu: Buka 24 jam | Minggu: Buka 24 jam,05873167537,,,,"https://www.google.com/maps/place/Taman+Komodo/@-6.1942252,106.7940925,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f6eb34f236b5:0x9a4b65bf5ae41612!8m2!3d-6.1942252!4d106.7940925!16s%2Fg%2F11cnd4cs_c?entry=ttu&g_ep=EgoyMDI2MDgyNS4wIKXMDSoASAFQAw%3D%3D",11cnd4cs_c
taman,RPTRA Jeruk Manis,Taman,"Blok A. 8, Jl. Perumahan Kb. Jeruk Baru No.29 Blok A3, RT.5/RW.8, Kb. Jeruk, Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11530",-6.1914503,106.7724578,4.5,386.0,Senin: 07.00–17.00 | Selasa: 07.00–17.00 | Rabu: 07.00–17.00 | Kamis: 07.00–17.00 | Jumat: 07.00–17.00 | Sabtu: 07.00–17.00 | Minggu: 07.00–17.00,05873167537,,,,"https://www.google.com/maps/place/RPTRA+Jeruk+Manis/@-6.1914503,106.7724578,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f6e25ca477a1:0xcb945d295a0fa620!8m2!3d-6.1914503!4d106.7724578!16s%2Fg%2F11g6bh50v0?entry=ttu&g_ep=EgoyMDI2MDgyNS4wIKXMDSoASAFQAw%3D%3D",11g6bh50v0
lapangan,Futsalicious Kebon Jeruk,Lapangan Futsal,"1, Jl. Asem No.34, RT.1/RW.12, Kebon Jeruk, Kebonjeruk, West Jakarta City, Jakarta 11530",-6.18767,106.778869,4.7,33.0,Senin: 08.00–23.00 | Selasa: 08.00–23.00 | Rabu: 08.00–23.00 | Kamis: 08.00–23.00 | Jumat: 08.00–23.00 | Sabtu: 08.00–23.00 | Minggu: 08.00–23.00,0811-9785-994,,,,"https://www.google.com/maps/place/Futsalicious+Kebon+Jeruk/@-6.18767,106.778869,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f72688c0d1c5:0xc6fb5b0583c36bfb!8m2!3d-6.18767!4d106.778869!16s%2Fg%2F11p5gj6_gr?entry=ttu&g_ep=EgoyMDI2MDgyNS4wIKXMDSoASAFQAw%3D%3D",11p5gj6_gr
lapangan,GOR KEBON JERUK,Lapangan bola basket,"Jl. HH No.1, RT.8/RW.1, Kb. Jeruk, Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11530",-6.1979181,106.7636341,4.3,514.0,Minggu: lalu,05873167537,,,,"https://www.google.com/maps/place/GOR+KEBON+JERUK/@-6.1979181,106.7636341,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f72203c96079:0x9fa106874875d93f!8m2!3d-6.1979181!4d106.7636341!16s%2Fg%2F11cjh_n78c?entry=ttu&g_ep=EgoyMDI2MDgyNS4wIKXMDSoASAFQAw%3D%3D",11cjh_n78c
lapangan,Lapangan Tenis Tosiga,Klub Olahraga,"Jl. Tosiga VII, RT.6/RW.4, Kb. Jeruk, Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11530",-6.1895061,106.7772728,4.5,99.0,Senin: 06.00–22.00 | Selasa: 06.00–22.00 | Rabu: 06.00–22.00 | Kamis: 06.00–22.00 | Jumat: 06.00–22.00 | Sabtu: 06.00–22.00 | Minggu: 06.00–22.00,0877-8816-6066,,,,"https://www.google.com/maps/place/Lapangan+Tenis+Tosiga/@-6.1895061,106.7772728,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f7ac1b4d3c9d:0x5235a71555ed58c0!8m2!3d-6.1895061!4d106.7772728!16s%2Fg%2F11v9fkc9y9?entry=ttu&g_ep=EgoyMDI2MDgyNS4wIKXMDSoASAFQAw%3D%3D",11v9fkc9y9
lapangan,Lapangan Sepak Bola Wijaya Kusuma,Lapangan Sepak Bola,"Jl. Anggrek Garuda Blok E No.5, RT.5/RW.2, Kemanggisan, Kec. Palmerah, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11480",-6.192696,106.795372,4.6,674.0,Senin: Tutup | Selasa: 07.00–21.00 | Rabu: 07.00–21.00 | Kamis: 07.00–21.00 | Jumat: 07.00–21.00 | Sabtu: 07.00–23.00 | Minggu: 07.00–21.00,05873167537,,,,"https://www.google.com/maps/place/Lapangan+Sepak+Bola+Wijaya+Kusuma/@-6.192696,106.795372,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f6935f53c0d5:0xc71d0b3aa2af6e7f!8m2!3d-6.192696!4d106.795372!16s%2Fg%2F1yh8027lv?entry=ttu&g_ep=EgoyMDI2MDgyNS4wIKXMDSoASAFQAw%3D%3D",1yh8027lv
lapangan,PBSI Garuda Badminton,Lapangan Bulutangkis,"Jl. Perdana Kusuma Blok Qq No.248AB, RT.1/RW.4, Wijaya Kusuma, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11460",-6.155484,106.7745602,4.6,,Jumat: 07.00–23.00,0859-5924-7676,,,,"https://www.google.com/maps/place/PBSI+Garuda+Badminton/@-6.155484,106.7745602,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f7edfab89ce5:0x8ebb5f32356a42b2!8m2!3d-6.155484!4d106.7745602!16s%2Fg%2F11k0yzg6bx?entry=ttu&g_ep=EgoyMDI2MDgyNS4wIKXMDSoASAFQAw%3D%3D",11k0yzg6bx
lapangan,Elang Futsal,Lapangan Futsal,"Jl. Taman Mutiara Prima No.10, RT.2/RW.3, Kb. Jeruk, Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11530",-6.1954114,106.7784512,4.4,1170.0,Senin: 07.00–22.00 | Selasa: 07.00–22.00 | Rabu: 07.00–22.00 | Kamis: 07.00–22.00 | Jumat: 07.00–22.00 | Sabtu: 07.00–22.00 | Minggu: 07.00–22.00,0811-933-985,https://wa.me/62811933985,,,"https://www.google.com/maps/place/Elang+Futsal/@-6.1954114,106.7784512,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69feca2aa2796f:0x1cf458270e08badf!8m2!3d-6.1954114!4d106.7784512!16s%2Fg%2F11b6xfxl_j?entry=ttu&g_ep=EgoyMDI2MDgyNS4wIKXMDSoASAFQAw%3D%3D",11b6xfxl_j
lapangan,GOR Handayani Kemanggisan,Lapangan Bulutangkis,"Jl. Idhata No.21, RT.11/RW.8, Kemanggisan, Kec. Palmerah, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11480",-6.1872774,106.7900088,4.4,154.0,Jumat: AKTIFSedikit sibuk | Minggu: sore kalo mau ikut gabung ke lapangan jam 16.00 -18.00,0858-1198-8171,,,,"https://www.google.com/maps/place/GOR+Handayani+Kemanggisan/@-6.1872774,106.7900088,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f6f2716508a9:0x54a988a2c33fb1b4!8m2!3d-6.1872774!4d106.7900088!16s%2Fg%2F11bx9q4xh6?entry=ttu&g_ep=EgoyMDI2MDgyNS4wIKXMDSoASAFQAw%3D%3D",11bx9q4xh6
lapangan,Lapangan Bulutangkis Talenta,Lapangan Bulutangkis,"4, Jl. Sahabat Baru No.92, RT.4/RW.1, Duri Kepa, Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11510",-6.18624,106.77132,4.5,309.0,Senin: 08.00–23.00 | Selasa: 08.00–23.00 | Rabu: 08.00–23.00 | Kamis: 08.00–23.00 | Jumat: 08.00–23.00 | Sabtu: 08.00–23.00 | Minggu: 08.00–23.00,0816-1974-011,,,,"https://www.google.com/maps/place/Lapangan+Bulutangkis+Talenta/@-6.18624,106.77132,17z/data=!3m1!4b1!4m6!3m5!1s0x2e69f6fd7016cde7:0x22b181fc43456fdd!8m2!3d-6.18624!4d106.77132!16s%2Fg%2F11c2jl_k63?entry=ttu&g_ep=EgoyMDI2MDgyNS4wIKXMDSoASAFQAw%3D%3D",11c2jl_k63
